"crime_id","offense_date","agency_crimetype_id","city","state","coord1","coord2","masked_address","location","category",":@computed_region_me95_vbw4",":@computed_region_xf2b_u4zq",":@computed_region_gxae_hf64",":@computed_region_stch_rtry",":@computed_region_dgrd_cuuf",":@computed_region_m99d_em2n",":@computed_region_nyzj_ikpv",":@computed_region_g8my_uw59",":@computed_region_fe8q_buag",":@computed_region_y9za_kydd",":@computed_region_khsv_6puy",":@computed_region_pukb_5jqa",":@computed_region_fuzm_ngj2",":@computed_region_scpn_qt9a"
"1602008838ME [31:777]","2016-02-17T21:20:00.000","Vandalism/Felony","Memphis","TN","35.108","-89.963","3000 Park","POINT (-89.963 35.108)","Property Crime","10","9","5","1","40",,,"25","2","9",,,"4","1"
"2307014116ME [11:757]","2023-07-25T22:11:00.000","Weapon Law Violations/Felony","Memphis","TN","35.142","-90.032","N Seventh St//Chelsea Ave","POINT (-90.032 35.142)","Weapons Offense","3","8","6","1","36",,,"33","2","6",,,"6","1"
"2307014300ME [13:913]","2023-07-25T16:30:00.000","Vandalism/Misdemeanor","Memphis","TN","35.147","-90.052","100 Jefferson Ave","POINT (-90.052 35.147)","Property Crime","3","8","6","1","3",,,"37","2","6",,,"7","1"
"1207000196ME [28:780]","2012-07-01T13:40:00.000","Aggravated Assault/DV","Memphis","TN","35.120","-89.972","2700 Midland","POINT (-89.972 35.12)","Assault","10","5","4","2","31","13","4","25","2","9","1",,"5","2"
"1409011308ME [11:397]","2014-09-19T23:25:00.000","Aggravated Assault","Memphis","TN","35.095","-90.074","2000 Farrington","POINT (-90.074 35.095)","Assault","9","14","6","1","9","18",,"24","1","1",,,"6","1"
"1210004375ME [51:330]","2012-10-08T10:40:00.000","Weapon Law Violations/Misdemeanor","Memphis","TN","35.159","-90.032","700 Leath","POINT (-90.032 35.159)","Weapons Offense","7","7","7","1","7","8",,"44","2","6",,,"7","1"
"1407008541ME [29:200]","2014-07-13T13:00:00.000","Burglary/Residential","Memphis","TN","35.151","-90.031","900 Ln Ave","POINT (-90.031 35.151)","Breaking & Entering","5","8","7","1","36",,,"44","2","6",,,"7","1"
"1608005915ME [29:420]","2016-08-11T17:30:00.000","Theft of Vehicle Parts/Accessories","Memphis","TN","35.102","-90.009","1600 Ragan","POINT (-90.009 35.102)","Theft","6","14","5","1","9",,,"22","1","1",,,"4","1"
"2307012692ME [38:250]","2023-07-23T15:36:00.000","Intimidation","Memphis","TN","35.046","-89.855","3900 Ridgeway Rd","POINT (-89.855 35.046)","Assault","14","10","3","1","8","2","1","4","1","8",,,"3","1"
"1508002827ME [36:900]","2015-08-06T19:01:00.000","Shoplifting/Misdemeanor","Memphis","TN","35.005","-90.028","5300 Elvis Presley","POINT (-90.028 35.005)","Theft","15","12","3","1","43","21",,"2","1","7",,,"3","1"
"1312010990ME [23:920]","2013-12-22T19:35:00.000","Embezzlement","Memphis","TN",,,"3300 Austin Peay",,"Theft",,,,,,,,,,,,,,
"1509005625ME [08:510]","2015-09-10T14:30:00.000","Robbery/Individual","Memphis","TN","35.065","-90.066","3100 Lotus Rd","POINT (-90.066 35.065)","Robbery","9","13","6","1","9",,,"15","1","7",,,"6","1"
"1402005411ME [11:660]","2014-01-28T08:00:00.000","Identity Theft","Memphis","TN",,,"600 S Mendenhall Rd",,"Theft",,,,,,,,,,,,,,
"1410008705ME [25:863]","2014-10-16T16:45:00.000","Aggravated Assault","Memphis","TN","35.077","-89.995","2600 W Hillview","POINT (-89.995 35.077)","Assault","13","14","5","1","35","16",,"16","1","1",,,"6","1"
"1507001925ME [05:670]","2015-07-04T04:50:00.000","Simple Assault/DV","Memphis","TN","35.036","-90.033","4200 Cheryl","POINT (-90.033 35.036)","Assault","15","12","6","1","43","21",,"3","1","7",,,"6","1"
"1310009284ME [23:607]","2013-10-15T13:16:00.000","Burglary/Residential","Memphis","TN",,,"4500 Calypsco Ct",,"Breaking & Entering",,,,,,,,,,,,,,
"1506016093ME [37:157]","2015-06-28T11:00:00.000","Burglary/Residential","Memphis","TN","35.259","-89.929","4900 Raleigh Millington","POINT (-89.929 35.259)","Breaking & Entering","24","2","1","2","25","10",,"54","2","3",,,"1","2"
"1607003046ME [03:963]","2016-07-06T06:00:00.000","Burglary/Non-residential","Memphis","TN","35.050","-89.888","5300 Winchester","POINT (-89.888 35.05)","Breaking & Entering","14","11","3","1","8","2",,"5","1","8",,,"3","1"
"2005008091ME [11:607]","2020-05-21T08:57:00.000","False Pretenses/Swindle/Confidence Game","Memphis","TN","35.001","-90.091","800 Sapphire Ave","POINT (-90.091 35.001)","Disorder","9","13","6","1",,,,"2","1","7",,,"6","1"
"2005001015ME [09:497]","2020-05-04T06:10:00.000","Simple Assault","Memphis","TN","35.137","-90.016","1400 Union Ave","POINT (-90.016 35.137)","Assault","4","8","6","1","19",,,"36","2","4",,,"6","1"
"1410015226ME [37:360]","2014-10-29T07:00:00.000","Simple Assault","Memphis","TN","35.157","-90.048","500 N Main St","POINT (-90.048 35.157)","Assault","3","8","7","1","2",,,"37","2","6",,,"7","1"
"2308003389ME [11:673]","2023-08-06T05:40:00.000","Theft from Motor Vehicle","Memphis","TN","35.180","-89.891","2000 Vanderhorn Dr","POINT (-89.891 35.18)","Theft from Vehicle","28","2","1","2",,,,"42","2","2",,,"1","2"
"1401013213ME [22:797]","2014-01-26T03:06:00.000","Drugs/Narcotics Violation/Misdemeanor","Memphis","TN",,,"Gruber Dr//Ferdie Cv",,"Drugs",,,,,,,,,,,,,,
"1310005027ME [21:950]","2013-10-08T11:25:00.000","Intimidation","Memphis","TN",,,"1400 Tutwiler",,"Assault",,,,,,,,,,,,,,
"1508006039ME [09:093]","2015-08-13T04:00:00.000","Robbery/Individual","Memphis","TN","35.148","-90.035","Mosby//Manassas","POINT (-90.035 35.148)","Robbery","5","8","7","1","36",,,"33","2","6",,,"6","1"
"1405009150ME [10:440]","2014-05-14T15:00:00.000","Burglary/Business","Memphis","TN",,,"2100 Sitler",,"Breaking & Entering",,,,,,,,,,,,,,
"1402007844ME [40:053]","2014-02-16T00:15:00.000","Intimidation/DV","Memphis","TN",,,"1400 Noble",,"Assault",,,,,,,,,,,,,,
"2308004339ME [23:550]","2023-08-04T10:45:00.000","Stolen Property","Memphis","TN","35.161","-89.913","4500 Cleo Ave","POINT (-89.913 35.161)","Theft","20","6","4","2",,,,"40","2","9",,,"5","2"
"1505009223ME [47:757]","2015-05-15T23:00:00.000","Other Theft/Non-Specific","Memphis","TN","35.157","-89.956","1000 Kippley St","POINT (-89.956 35.157)","Theft","11","6","4","2","29","12","7","38","2","9",,,"5","2"
"2205005139ME [18:970]","2022-05-11T18:52:00.000","Shoplifting/Misdemeanor","Memphis","TN","35.115","-90.048","300 N Cleveland St","POINT (-90.048 35.115)","Theft","6","14","6","1","9",,,"27","2","4",,,"6","1"
"1303002346ME [18:387]","2013-03-04T21:00:00.000","Theft & Recovery/Passenger Vehicle","Memphis","TN",,,"4200 Chippewa",,"Vehicle Recovery",,,,,,,,,,,,,,
"2308003133ME [35:703]","2023-08-05T23:00:00.000","Vandalism/Misdemeanor","Memphis","TN","35.141","-90.057","100 Beale St","POINT (-90.057 35.141)","Property Crime","3","8","6","1","2",,,"31","2","6",,,"7","1"
"1601014521ME [12:863]","2016-01-29T01:00:00.000","Simple Assault/DV","Memphis","TN","35.139","-90.005","100 N Belvedere","POINT (-90.005 35.139)","Assault","4","8","4","2","19",,,"36","2","4",,,"6","1"
"2004007288ME [08:023]","2020-04-21T17:50:00.000","Shoplifting/Misdemeanor","Memphis","TN","35.126","-89.990","2200 Central Ave","POINT (-89.99 35.126)","Theft","4","8","5","1","19",,,"34","2","4","1",,"4","1"
"1601004020ME [34:047]","2016-01-08T23:40:00.000","Shoplifting/Misdemeanor","Memphis","TN","35.048","-89.811","7600 Winchester","POINT (-89.811 35.048)","Theft","21","4","2","2","8","2",,"4","1","8",,,"2","2"
"1512008212ME [22:963]","2014-08-31T00:01:00.000","Identity Theft","Memphis","TN","35.171","-89.984","1300 Springdale","POINT (-89.984 35.171)","Theft","8","7","7","1","1","1",,"43","2","4",,,"7","1"
"2111004929ME [22:847]","2021-10-15T12:00:00.000","Theft from Building","Memphis","TN","35.218","-89.909","3400 Covington Pike","POINT (-89.909 35.218)","Theft","24","2","1","2","25","10",,"52","2","3",,,"1","2"
"1303001862ME [06:963]","2013-02-28T05:20:00.000","Theft from Motor Vehicle","Memphis","TN",,,"3500 Airways",,"Theft from Vehicle",,,,,,,,,,,,,,
"1509001778ME [16:600]","2015-09-02T17:30:00.000","Vandalism/Misdemeanor","Memphis","TN","35.045","-90.062","100 Builders Way","POINT (-90.062 35.045)","Property Crime","9","13","6","1",,,,"15","1","7",,,"6","1"
"1410001507ME [43:467]","2014-10-03T12:00:00.000","Intimidation/DV","Memphis","TN","35.031","-90.015","4300 Graceland","POINT (-90.015 35.031)","Assault","15","12","3","1","43","21",,"8","1","7",,,"3","1"
"2112001088ME [16:140]","2021-12-03T00:00:00.000","Vandalism/Misdemeanor","Memphis","TN","35.096","-89.929","4100 Barron Ave","POINT (-89.929 35.096)","Property Crime","10","9","5","2",,,,"18","1","5",,,"4","2"
"2306005394ME [42:053]","2023-06-21T20:25:00.000","Theft from Building","Memphis","TN","35.050","-89.838","6800 Winchester Rd","POINT (-89.838 35.05)","Theft","14","10","2","2","8","2","1","10","1","8",,,"2","2"
"1608010499ME [35:137]","2016-08-20T16:05:00.000","Simple Assault","Memphis","TN","35.121","-90.063","2000","POINT (-90.063 35.121)","Assault","6","14","6","1","9",,,"27","2","4",,,"6","1"
"1706010256ME [08:600]","2017-06-20T10:45:00.000","Aggravated Assault","Memphis","TN","35.062","-90.017","1500 Brooks","POINT (-90.017 35.062)","Assault","15","12","5","1","9",,,"13","1","7",,,"3","1"
"1411005411ME [21:370]","2014-11-11T15:10:00.000","Intimidation/DV","Memphis","TN","35.095","-89.965","1400 Kimball Cv","POINT (-89.965 35.095)","Assault","13","5","5","1",,,,"20","1","1",,,"4","1"
"1206012631ME [25:960]","2012-06-20T17:00:00.000","Burglary/Residential","Memphis","TN","35.056","-89.913","3500 Austinwood","POINT (-89.913 35.056)","Breaking & Entering","17","11","3","2","8","2",,"9","1","5",,,"4","2"
"1204011172ME [39:900]","2012-04-18T11:00:00.000","Drugs/Narcotics Violation/Felony","Memphis","TN","35.199","-89.924","2800 Old Austin Peay","POINT (-89.924 35.199)","Drugs","24","6","7","2","25","10",,"52","2","3",,,"1","2"
"1705005119ME [05:650]","2017-05-10T17:15:00.000","Simple Assault","Memphis","TN","35.159","-90.011","1500 Jackson","POINT (-90.011 35.159)","Assault","7","8","7","1","6",,"3","45","2","4",,"1","7","1"
"1309001498ME [07:590]","2013-09-03T16:20:00.000","Aggravated Assault","Memphis","TN",,,"Manassas St//Washington Ave",,"Assault",,,,,,,,,,,,,,
"1702009356ME [10:953]","2017-02-17T16:50:00.000","Simple Assault","Memphis","TN","35.025","-90.008","4600 Watermill","POINT (-90.008 35.025)","Assault","15","12","3","1","43","21",,"8","1","7",,,"3","1"
"1211016737ME [33:877]","2012-11-30T12:30:00.000","Simple Assault","Memphis","TN","35.118","-89.906","600 South Perkins","POINT (-89.906 35.118)","Assault","16","9","4","2",,,,"39","2","2",,,"5","2"
"1606003791ME [33:183]","2016-06-05T18:05:00.000","Burglary/Business","Memphis","TN","35.112","-89.975","2700 Carnes","POINT (-89.975 35.112)","Breaking & Entering","13","5","5","1","40","13",,"25","2","9","1",,"4","1"
"1512000712ME [04:890]","2015-12-02T05:20:00.000","Theft of Other Trailer","Memphis","TN","35.115","-89.961","700 Semmes","POINT (-89.961 35.115)","Theft of Vehicle","10","9","5","1","21",,"4","25","2","9",,,"4","1"
"1607002774ME [27:347]","2016-07-06T14:15:00.000","Simple Assault","Memphis","TN","35.147","-90.049","200 Jefferson","POINT (-90.049 35.147)","Assault","3","8","6","1","2",,,"37","2","6",,,"7","1"
"1602008193ME [28:710]","2016-02-16T20:15:00.000","Drugs/Narcotics Violation/Misdemeanor","Memphis","TN","35.162","-89.859","1400 Sycamore Viee","POINT (-89.859 35.162)","Drugs","28","3","2","2",,,,"42","2","2",,,"1","2"
"1302007690ME [48:773]","2013-02-12T15:30:00.000","Other Theft/Non-Specific","Memphis","TN",,,"1600 Whitten Rd",,"Theft",,,,,,,,,,,,,,
"1411013157ME [13:097]","2014-11-21T14:00:00.000","MVT/Passenger Vehicle","Memphis","TN","35.000","-89.934","5400 Getwell Rd","POINT (-89.934 35)","Theft of Vehicle","17","11","3","1","8","2",,"5","1","8",,,"3","1"
"1304008743ME [32:977]","2013-04-14T17:30:00.000","Vandalism/Misdemeanor","Memphis","TN",,,"1000 Hawkview Rd",,"Property Crime",,,,,,,,,,,,,,
"1411014237ME [03:443]","2014-11-29T09:00:00.000","Theft of Vehicle Parts/Accessories","Memphis","TN","35.176","-89.897","1900 Covington Pike","POINT (-89.897 35.176)","Theft","24","2","1","2","25","10",,"42","2","2",,,"1","2"
"1505011706ME [42:370]","2015-05-20T20:05:00.000","Shoplifting/Misdemeanor","Memphis","TN","35.055","-90.064","4000 E Brook Rd","POINT (-90.064 35.055)","Theft","9","13","6","1",,,,"15","1","7",,,"6","1"
"1407004326ME [11:520]","2014-07-08T13:30:00.000","Robbery/Business","Memphis","TN",,,"3000 Covington Pike",,"Robbery",,,,,,,,,,,,,,
"1507002798ME [52:253]","2015-07-06T10:30:00.000","Other Theft/Non-Specific","Memphis","TN","35.139","-90.007","1700 Madison","POINT (-90.007 35.139)","Theft","4","8","4","2","19",,,"36","2","4",,,"6","1"
"2308004223ME [41:213]","2023-08-07T19:30:00.000","MVT/Passenger Vehicle","Memphis","TN","35.054","-89.887","3500 Mitch St","POINT (-89.887 35.054)","Theft of Vehicle","14","11","5","2","8","2",,"9","1","5",,,"4","1"
"1404000008ME [22:893]","2014-04-01T01:00:00.000","Burglary/Non-Residential","Memphis","TN",,,"3100 Schibler",,"Breaking & Entering",,,,,,,,,,,,,,
"1205013330ME [55:813]","2012-05-21T17:15:00.000","Intimidation/DV","Memphis","TN","35.021","-89.993","4700 Wisterwood","POINT (-89.993 35.021)","Assault","15","12","3","1","43","21",,"7","1","7",,,"3","1"
"1301004067ME [48:800]","2013-01-08T15:30:00.000","Simple Assault/DV","Memphis","TN",,,"4700 Cotton",,"Assault",,,,,,,,,,,,,,
"2307002474ME [40:693]","2023-07-04T18:00:00.000","Intimidation/DV","Memphis","TN","35.097","-89.932","1600 Harville St","POINT (-89.932 35.097)","Assault","10","5","5","1",,,,"19","1","5",,,"4","2"
"1706012994ME [20:200]","2017-06-25T19:30:00.000","Simple Assault","Memphis","TN","35.028","-89.860","4500 Crump","POINT (-89.86 35.028)","Assault","31","10","3","1","8","2","1","1","1","8",,,"3","1"
"1212006008ME [57:150]","2012-12-11T14:40:00.000","Shoplifting/Misdemeanor","Memphis","TN","35.233","-89.895","4000 Austin Peay","POINT (-89.895 35.233)","Theft","24","2","1","2","25","10",,"52","2","3",,,"1","2"
"2003007722ME [09:537]","2020-03-18T10:55:00.000","Shoplifting/Misdemeanor","Memphis","TN","35.054","-90.006","1800 Winchester","POINT (-90.006 35.054)","Theft","15","12","3","1","43","21",,"13","1","7",,,"3","1"
"1411003952ME [29:533]","2014-11-08T17:45:00.000","Vandalism/Misdemeanor","Memphis","TN","35.171","-89.998","1800 Eldridge","POINT (-89.998 35.171)","Property Crime","8","7","7","1",,,,"45","2","4",,,"7","1"
"1509007915ME [32:057]","2015-09-14T22:00:00.000","Vandalism/Felony","Memphis","TN","35.094","-89.991","2300 Candlewick Cir","POINT (-89.991 35.094)","Property Crime","13","14","5","1","35","16",,"22","1","1",,,"4","1"
"1812007329ME [26:520]","2018-12-16T00:01:00.000","Theft from Motor Vehicle","Memphis","TN","35.160","-90.054","700 Marina Cottage Dr","POINT (-90.054 35.16)","Theft from Vehicle","3","7","7","1","4",,,"46","2","6",,,"7","1"
"2205006166ME [30:857]","2022-05-13T21:40:00.000","Intimidation/DV","Memphis","TN","35.055","-89.851","3500 Emily Pl","POINT (-89.851 35.055)","Assault","14","10","3","1","8","2","1","10","1","8",,,"3","1"
"1408004951ME [58:747]","2014-08-09T20:11:00.000","Aggravated Assault","Memphis","TN",,,"Grand//Saratoga",,"Assault",,,,,,,,,,,,,,
"1409013663ME [16:873]","2014-09-24T12:30:00.000","Intimidation","Memphis","TN","35.124","-90.044","500 Cleaborn","POINT (-90.044 35.124)","Assault","22","14","6","1","9","6","5","27","2","4",,,"6","1"
"1802011747ME [12:910]","2018-02-23T12:10:00.000","Drug Equipment Violation","Memphis","TN","35.146","-89.956","3200 Princeton Ave","POINT (-89.956 35.146)","Drugs","11","9","4","2","18","7",,"30","2","9",,,"5","2"
"1501000526ME [25:597]","2014-12-31T12:18:00.000","Other Theft/Non-Specific","Memphis","TN","35.218","-90.012","1600 Frayser","POINT (-90.012 35.218)","Theft","23","1","7","1","12","4",,"51","2","3",,,"7","1"
"2308007326ME [11:670]","2023-08-13T11:45:00.000","Simple Assault/DV","Memphis","TN","35.063","-89.847","6500 Crimson Cv","POINT (-89.847 35.063)","Assault","14","10","3","1","8","2","1","10","1","8",,,"3","1"
"1507003000ME [05:810]","2015-06-30T15:00:00.000","Burglary/Residential","Memphis","TN","35.030","-89.852","4500 Crescent Park","POINT (-89.852 35.03)","Breaking & Entering","31","10","3","1","8","2","1","1","1","8",,,"3","1"
"2307013106ME [32:837]","2023-07-18T09:30:00.000","Other Theft/Non-Specific","Memphis","TN","35.035","-90.037","4500 Applegate Rd","POINT (-90.037 35.035)","Theft","15","12","6","1","43","21",,"3","1","7",,,"6","1"
"1202004227ME [11:463]","2012-02-07T21:05:00.000","Drugs/Narcotics Violation/Felony","Memphis","TN","35.136","-90.051","Hernando//Pontotoc","POINT (-90.051 35.136)","Drugs","22","8","6","1","37","20",,"31","2","6",,,"7","1"
"1207013506ME [38:273]","2012-07-24T02:00:00.000","Theft from Motor Vehicle","Memphis","TN","35.060","-89.862","6100 Cosmic Cir","POINT (-89.862 35.06)","Theft from Vehicle","14","10","3","1","8","2","1","10","1","8",,,"3","1"
"1206015582ME [12:397]","2012-06-25T07:00:00.000","Vandalism/Misdemeanor","Memphis","TN","35.099","-89.862","1300 Primacy Pkwy","POINT (-89.862 35.099)","Property Crime","18","4","2","2",,,,"17","1","5",,,"2","2"
"1503002888ME [03:913]","2015-03-07T23:00:00.000","Driving Under the Influence","Memphis","TN","35.081","-89.888","2600 Mt Moriah","POINT (-89.888 35.081)","Traffic","14","11","3","1","8","2",,"17","1","5",,,"4","1"
"1408012311ME [27:983]","2014-08-21T16:00:00.000","Intimidation","Memphis","TN","35.185","-89.829","7100 Tree Line Cv","POINT (-89.829 35.185)","Assault","27","3","1","2",,,,"47","2","2",,,"1","2"
"1510007750ME [49:410]","2015-10-15T19:33:00.000","Shoplifting/Misdemeanor","Memphis","TN","35.076","-89.931","2700 Getwell","POINT (-89.931 35.076)","Theft","17","11","5","2","8","2",,"12","1","5",,,"4","2"
"1404014873ME [12:830]","2014-04-25T11:25:00.000","Vandalism/Felony","Memphis","TN",,,"2600 Filmore",,"Property Crime",,,,,,,,,,,,,,
"2111012640ME [08:723]","2021-11-30T14:30:00.000","MVT/Passenger Vehicle","Memphis","TN","35.150","-89.911","4600 Summer Ave","POINT (-89.911 35.15)","Theft of Vehicle","20","6","4","2",,,,"40","2","9",,,"5","2"
"1509003011ME [06:850]","2015-09-05T19:20:00.000","Aggravated Assault","Memphis","TN","35.224","-89.912","Powers Rd//Mayo Rd","POINT (-89.912 35.224)","Assault","24","2","1","2","25","10",,"54","2","3",,,"1","2"
"1510003262ME [12:997]","2015-09-23T20:00:00.000","Other Theft/Non-Specific","Memphis","TN","35.174","-89.942","Jackson//National","POINT (-89.942 35.174)","Theft","20","7","7","2",,,,"41","2","9",,,"5","2"
"1510010470ME [27:803]","2015-10-20T19:00:00.000","Vandalism/Misdemeanor","Memphis","TN","35.029","-90.015","1500 Janis","POINT (-90.015 35.029)","Property Crime","15","12","3","1","43","21",,"8","1","7",,,"3","1"
"1512003692ME [04:210]","2015-12-08T11:05:00.000","Theft from Motor Vehicle","Memphis","TN","35.035","-89.928","4100 Pilot Dr","POINT (-89.928 35.035)","Theft from Vehicle","17","11","3","1","8","2",,"5","1","8",,,"3","1"
"1212003595ME [09:730]","2012-12-07T10:00:00.000","Shoplifting/Misdemeanor","Memphis","TN","35.019","-90.024","1200 Southland Mall","POINT (-90.024 35.019)","Theft","15","12","3","1","43","21",,"8","1","7",,,"3","1"
"2308002833ME [37:080]","2023-08-05T17:00:00.000","Embezzlement","Memphis","TN","35.238","-89.997","4200 Lewier St","POINT (-89.997 35.238)","Theft","23","1","7","1","12","4",,"53","2","3",,,"7","1"
"1506007238ME [04:387]","2015-06-12T20:30:00.000","Threatening Phone Call","Memphis","TN","35.110","-89.971","900 Hilton","POINT (-89.971 35.11)","Assault","13","5","5","1","40","13",,"25","2","9",,,"4","1"
"1211008728ME [45:020]","2012-11-15T07:30:00.000","Burglary/Residential","Memphis","TN","35.225","-90.013","1600 Corning","POINT (-90.013 35.225)","Breaking & Entering","23","1","7","1","12","4",,"51","2","3",,,"7","1"
"1511012154ME [28:610]","2015-07-01T08:00:00.000","Other Theft/Non-Specific","Memphis","TN","35.197","-89.726","2700 Breezy Ridge Trail","POINT (-89.726 35.197)","Theft","34","3","1","2",,,,"48","2","2",,,"1","2"
"1508013842ME [32:013]","2015-08-24T15:00:00.000","Burglary/Non-residential","Memphis","TN","35.167","-90.055","1000 Harbor View","POINT (-90.055 35.167)","Breaking & Entering","3","7","7","1","4",,,"46","2","6",,,"7","1"
"2302000090ME [41:770]","2023-02-01T10:50:00.000","Burglary/Business","Memphis","TN","35.116","-90.022","1200 Bellevue Blvd","POINT (-90.022 35.116)","Breaking & Entering","6","14","5","1","9","6",,"26","2","4",,,"4","1"
"1303011647ME [40:347]","2013-03-19T16:27:00.000","Theft from Building","Memphis","TN",,,"200 E H Crump",,"Theft",,,,,,,,,,,,,,
"2307016042ME [10:430]","2023-07-29T00:30:00.000","Aggravated Assault","Memphis","TN","35.163","-89.999","1000 Auburndale St","POINT (-89.999 35.163)","Assault","7","8","7","1","16",,"3","45","2","4",,,"7","1"
"1409004204ME [13:667]","2014-09-08T02:05:00.000","Aggravated Assault","Memphis","TN","35.032","-89.833","7000 Synder","POINT (-89.833 35.032)","Assault","31","10","2","2","8","2","1","1","1","8",,,"3","2"
"1506014555ME [18:653]","2015-06-26T01:20:00.000","Simple Assault/DV","Memphis","TN","35.104","-90.044","1600 S Lauderdale","POINT (-90.044 35.104)","Assault","6","14","6","1","9","5",,"23","1","1",,,"6","1"
"1403008613ME [03:647]","2014-02-21T08:00:00.000","False Pretenses/Swindle/Confidence Game","Memphis","TN",,,"800 E Raines Rd",,"Disorder",,,,,,,,,,,,,,
"2112003769ME [25:840]","2021-12-09T15:10:00.000","Traffic/Misc.","Memphis","TN","35.074","-89.885","S Mendenhall Rd//Fox Plaza Dr","POINT (-89.885 35.074)","Traffic","14","11","3","1","8","2",,"12","1","5",,,"4","1"
"1303004225ME [00:533]","2013-03-08T07:00:00.000","Simple Assault/DV","Memphis","TN",,,"1000 Latham St",,"Assault",,,,,,,,,,,,,,
"1507010188ME [06:050]","2015-07-18T20:55:00.000","Robbery/Individual","Memphis","TN","35.097","-89.970","2800 Lamar","POINT (-89.97 35.097)","Robbery","13","5","5","1",,,,"20","1","1",,,"4","1"
"2307016245ME [15:307]","2023-07-29T16:00:00.000","Shoplifting/Misdemeanor","Memphis","TN","35.232","-89.894","4000 Austin Peay Hwy","POINT (-89.894 35.232)","Theft","24","2","1","2","25","10",,"52","2","3",,,"1","2"
"1409006066ME [13:967]","2014-09-10T23:30:00.000","Robbery/Business","Memphis","TN","35.222","-89.894","3600 Covington Pike","POINT (-89.894 35.222)","Robbery","29","2","1","2",,,,"52","2","3",,,"1","2"
"1402008390ME [33:807]","2014-02-17T01:00:00.000","Vandalism/Misdemeanor","Memphis","TN",,,"200 N Belevedere",,"Property Crime",,,,,,,,,,,,,,
"1407010762ME [18:500]","2014-07-20T23:45:00.000","Aggravated Assault","Memphis","TN",,,"Kirby Rd//Winchester",,"Assault",,,,,,,,,,,,,,
"1804010539ME [43:097]","2018-04-21T11:05:00.000","Aggravated Assault","Memphis","TN","35.051","-90.007","3600 Devon Dr","POINT (-90.007 35.051)","Assault","15","12","3","1","43","21",,"7","1","7",,,"3","1"
"1801002490ME [09:640]","2018-01-06T01:40:00.000","Theft from Motor Vehicle","Memphis","TN","35.003","-89.926","4200 E Holmes Rd","POINT (-89.926 35.003)","Theft from Vehicle","17","11","3","1","8","2",,"5","1","8",,,"3","1"
"1412003597ME [33:950]","2014-12-07T19:30:00.000","Vandalism/Misdemeanor","Memphis","TN","35.126","-90.061","100 East Virginia","POINT (-90.061 35.126)","Property Crime","6","8","6","1","5",,,"28","2","6",,,"6","1"
"2112800067ME [14:477]","2021-12-14T11:54:00.000","Theft from Building","MEMPHIS","TN","35.208","-89.896","3100 COVINGTON PIKE","POINT (-89.896 35.208)","Theft","24","2","1","2","25","10",,"52","2","3",,,"1","2"
"1412005871ME [43:147]","2014-12-12T08:40:00.000","Vandalism/Misdemeanor","Memphis","TN","35.033","-90.017","4300 Eastwind","POINT (-90.017 35.033)","Property Crime","15","12","3","1","43","21",,"8","1","7",,,"3","1"
"1505001861ME [31:403]","2015-05-03T17:00:00.000","Theft of Vehicle Parts/Accessories","Memphis","TN","35.106","-89.930","3500 Briar Park Loop","POINT (-89.93 35.106)","Theft","10","9","5","2","21",,"4","18","1","5",,,"4","2"
"2205004629ME [04:510]","2022-05-10T19:30:00.000","Theft from Building","Memphis","TN","35.056","-89.851","3500 Emily Pl","POINT (-89.851 35.056)","Theft","14","10","3","1","8","2","1","10","1","8",,,"3","1"
"1601005825ME [05:350]","2016-01-12T08:20:00.000","Theft of Vehicle Parts/Accessories","Memphis","TN","35.016","-89.861","4900 Hickory Hill Rd","POINT (-89.861 35.016)","Theft","31","11","3","1","8","2",,"5","1","8",,,"3","1"
"2003001957ME [37:187]","2020-03-05T00:35:00.000","Weapon Law Violations/Felony","Memphis","TN","35.055","-89.996","3500 W Briar Park","POINT (-89.996 35.055)","Weapons Offense","15","12","3","1","43","21",,"13","1","7",,,"3","1"
"1508003838ME [20:177]","2015-08-09T03:22:00.000","Other Theft/Non-Specific","Memphis","TN","35.139","-90.052","200 Beale","POINT (-90.052 35.139)","Theft","22","8","6","1","37","20",,"31","2","6",,,"7","1"
"1311007194ME [19:707]","2013-11-13T13:15:00.000","Simple Assault/DV","Memphis","TN",,,"400 Mill",,"Assault",,,,,,,,,,,,,,
"1209015421ME [56:870]","2012-09-27T09:50:00.000","Theft from Motor Vehicle","Memphis","TN",,,"Humphrey",,"Theft from Vehicle",,,,,,,,,,,,,,
"1606010717ME [05:903]","2016-06-20T19:50:00.000","Simple Assault/DV","Memphis","TN","35.179","-90.037","1400 Nicolas St","POINT (-90.037 35.179)","Assault","7","7","7","1","4",,,"46","2","6",,,"7","1"
"1508000734ME [07:593]","2015-08-03T02:30:00.000","Theft of Vehicle Parts/Accessories","Memphis","TN","35.082","-90.013","1600 Ball Rd","POINT (-90.013 35.082)","Theft","6","14","5","1","35","16",,"16","1","1",,,"6","1"
"2111001427ME [19:380]","2021-11-03T18:09:00.000","Robbery/Individual","Memphis","TN","35.149","-89.908","4600 Summer Ave","POINT (-89.908 35.149)","Robbery","20","6","4","2",,,,"40","2","9",,,"5","2"
"1609000574ME [17:780]","2016-09-01T20:53:00.000","Intimidation/DV","Memphis","TN","35.170","-89.937","3700 Mason","POINT (-89.937 35.17)","Assault","20","6","4","2","29","12","7","41","2","9",,,"5","2"
